Patrol Bureau,,
Backing Unsafely,9,136
Bike Lane,6,573
Bus Lane,13,695
Cell Phone,128,6698
Commercial Veh on Pkwy,1,78
Cruising For Passengers,0,0
Disobey Traffic Control Device,515,37212
Driving Too Slow,0,5
Equipment,109,4162
Equipment (Other),1,11
Excessive Noise,0,1
Fail to Keep Right,1,21
Fail to yield Right of Way to Pedestrian,172,18397
Failure to Signal,31,3003
Failure to yield Right of Way to Vehicle,0,10
Following Too Closely,2,59
Improper Passing,16,375
Improper Taxi Pickup,0,40
Improper Turn,209,16090
Improper/Missing Plates,21,216
Lamps and Other Equipment on Bicycle,1,13
Motorcycle (Other),1,95
Not Giving R of W to Veh.,11,237
Obstructed Plate,85,1472
One Way Street,20,615
Overheight,0,1
Overlength,0,12
Overweight,0,2
Overwidth,0,1
Pavement Markings,1,32
Red Light,290,15197
School Bus,0,601
Scooter In NYC,0,6
Seat Belt,261,10555
Speeding,2309,21060
Spillback,0,178
TBTA Rule,1,1
Tints,170,7177
TLC (Other),0,0
Truck Route,2,827
Uninspected,33,457
Uninsured,110,1950
Unlicensed Operator,461,9246
Unregistered,187,2112
Unsafe Lane Change,10,472
Other Movers,351,16197
TOTAL Movers,5538,176298
