Citywide,,
Backing Unsafely,11,164
Bike Lane,6,596
Bus Lane,14,873
Cell Phone,152,7467
Commercial Veh on Pkwy,60,930
Cruising For Passengers,0,5
Disobey Traffic Control Device,760,47904
Driving Too Slow,0,5
Equipment,500,6859
Equipment (Other),1,18
Excessive Noise,0,2
Fail to Keep Right,1,36
Fail to yield Right of Way to Pedestrian,178,21404
Failure to Signal,104,3911
Failure to yield Right of Way to Vehicle,0,15
Following Too Closely,21,235
Improper Passing,27,510
Improper Taxi Pickup,0,420
Improper Turn,220,19810
Improper/Missing Plates,34,279
Lamps and Other Equipment on Bicycle,1,14
Motorcycle (Other),3,129
Not Giving R of W to Veh.,14,315
Obstructed Plate,116,2013
One Way Street,30,1104
Overheight,6,36
Overlength,25,188
Overweight,147,551
Overwidth,13,92
Pavement Markings,1,78
Red Light,322,16300
School Bus,0,629
Scooter In NYC,0,6
Seat Belt,327,12375
Speeding,8734,49782
Spillback,0,743
TBTA Rule,1,1
Tints,331,9551
TLC (Other),0,0
Truck Route,41,1734
Uninspected,56,780
Uninsured,150,2520
Unlicensed Operator,894,11700
Unregistered,269,2915
Unsafe Lane Change,70,1071
Other Movers,497,20170
TOTAL Movers,14137,246240
