"Moving Violations",,
Bronx,,
"   March ",,
"Offense Description","MTD 2020","YTD 2020"
"Backing Unsafely",5,31
"Bike Lane",26,80
"Bus Lane",106,163
"Cell Phone",319,924
"Commercial Veh on Pkwy",0,1
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",1490,6071
"Driving Too Slow",0,0
Equipment,231,1092
"Equipment (Other)",1,3
"Excessive Noise",0,1
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",628,2738
"Failure to Signal",99,394
"Failure to yield Right of Way to Vehicle",0,0
"Following Too Closely",3,15
"Improper Passing",12,49
"Improper Taxi Pickup",0,1
"Improper Turn",862,3029
"Improper/Missing Plates",17,63
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",5,10
"Not Giving R of W to Veh.",14,53
"Obstructed Plate",100,369
"One Way Street",29,88
Overheight,1,1
Overlength,4,4
Overweight,1,1
Overwidth,1,1
"Pavement Markings",2,12
"Red Light",408,1574
"School Bus",62,116
"Scooter In NYC",0,0
"Seat Belt",333,1078
Speeding,911,3972
Spillback,21,43
"TBTA Rule",0,0
Tints,427,1402
"TLC (Other)",0,0
"Truck Route",2,10
Uninspected,30,128
Uninsured,168,615
"Unlicensed Operator",528,1924
Unregistered,167,636
"Unsafe Lane Change",36,112
"Other Movers",551,1929
"PBBXTOTAL Movers ",7600,28735
"* All figures are preliminary and subject to change.",,
